gender,PhoneService,MultipleLines,InternetService,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,0,1,0,0,0,46.1,80.4,1
0,1,2,2,0,0,2,91.8,5960.5,0
0,1,0,0,1,1,1,19.8,576.7,0
0,1,2,2,0,0,0,89.5,5692.7,0
0,1,2,2,2,2,1,111.6,6876.1,1
1,1,2,1,2,2,1,84.2,4164.4,0
1,1,2,2,2,0,1,94.9,4615.3,0
0,1,2,1,0,0,1,59.9,3043.6,0
1,1,2,2,0,0,0,91.2,3382.3,0
1,1,0,2,0,2,0,97.0,6430.9,0
0,0,1,1,2,2,0,60.2,3582.4,0
0,1,0,0,1,1,3,20.1,20.1,0
0,1,0,1,2,2,3,82.0,1181.8,0
1,1,2,2,0,0,2,76.0,76.0,1
1,1,2,2,2,0,2,88.3,1460.7,1
0,1,2,2,2,0,1,104.5,6590.8,0
1,1,2,0,1,1,0,26.3,1988.1,0
0,1,2,2,0,2,1,100.6,2830.5,0
1,1,0,1,0,0,3,61.5,1087.5,0
0,1,0,1,2,0,1,70.2,2497.4,1
0,1,0,0,1,1,1,19.3,504.2,0
0,1,2,2,2,2,2,104.8,7309.0,0
1,1,0,2,0,2,2,79.3,523.2,1
1,1,0,0,1,1,0,20.9,450.7,0
1,1,0,1,0,0,1,54.8,1266.4,0
0,0,1,1,2,0,2,39.1,1309.0,0
0,1,2,2,0,2,2,95.6,2510.2,1
0,1,2,2,0,0,0,74.9,1107.3,1
1,1,2,0,1,1,3,24.9,962.3,0
0,1,2,2,2,0,0,95.0,3605.6,0
0,1,2,2,2,0,2,89.2,4040.2,0
0,1,0,0,1,1,3,19.8,1344.5,0
0,1,0,0,1,1,1,20.9,467.5,0
0,1,2,2,0,0,1,90.2,1454.2,1
0,1,0,2,0,0,2,74.9,490.6,0
1,1,2,1,0,2,0,71.7,1497.1,0
0,1,2,2,2,0,2,94.1,5638.3,1
1,1,2,1,0,0,2,50.7,214.6,0
0,1,0,1,2,2,1,75.2,4300.8,0
1,0,1,1,2,2,2,56.0,1157.1,1
0,1,0,0,1,1,3,20.0,1189.9,0
1,1,2,0,1,1,1,25.7,1188.2,0
0,1,2,2,0,2,1,85.3,3132.8,1
1,0,1,1,2,2,2,55.0,3094.1,0
0,1,0,1,0,0,2,55.0,1348.5,0
0,1,0,2,2,2,0,105.3,7173.2,0
0,1,0,2,2,2,2,94.7,6747.4,0
0,0,1,1,0,0,3,39.6,373.0,0
0,1,0,1,2,2,1,79.5,5196.1,0
1,1,2,2,0,0,2,73.5,632.2,0
1,1,0,2,2,2,3,103.1,5153.5,0
1,1,2,2,0,0,3,75.8,777.3,0
0,0,1,1,0,0,2,30.4,1621.4,0
1,1,0,2,2,0,2,79.7,79.7,1
0,1,2,2,2,2,1,108.6,7616.0,0
0,1,2,2,2,2,2,101.2,385.9,1
0,1,2,1,0,0,0,54.7,1665.2,0
0,1,2,2,0,2,2,86.7,856.7,1
1,0,1,1,0,2,2,49.2,3581.0,0
1,1,0,0,1,1,3,20.9,20.9,1
1,1,2,0,1,1,0,25.6,1790.4,0
1,1,0,2,2,0,1,80.0,1706.5,0
0,1,2,2,2,2,2,96.8,6125.4,1
1,0,1,1,2,0,2,41.9,840.1,1
1,1,2,2,2,2,1,111.8,7511.3,0
0,1,2,2,2,2,0,98.1,713.0,1
1,1,2,2,0,0,0,79.8,4526.9,0
1,1,2,2,2,0,2,83.8,1850.0,0
0,1,2,0,1,1,0,24.0,1756.2,0
1,1,0,2,0,0,0,86.2,3339.1,0
1,0,1,1,2,0,1,56.1, ,0
0,0,1,1,2,2,3,62.2,3778.9,0
1,1,2,2,0,2,3,99.7,4630.2,0
1,1,0,0,1,1,3,20.7,112.8,0
0,1,0,2,2,2,2,94.3,669.0,1
0,1,2,2,0,0,2,73.7,1558.7,0
1,1,2,2,2,2,2,95.1,1290.0,1
1,1,0,2,0,2,2,83.3,1845.9,1
1,1,0,2,0,0,1,69.1,1815.7,0
0,0,1,1,0,0,3,42.4,146.4,0
1,1,0,0,1,1,1,19.5,1215.1,0
0,1,2,2,0,0,0,79.9,344.0,1
1,1,0,0,1,1,1,19.7,129.6,0
1,1,2,2,2,0,1,94.5,5073.1,0
0,1,0,1,2,2,0,76.4,3966.3,0
1,1,2,1,0,2,0,68.8,3808.0,0
0,1,0,0,1,1,3,20.1,401.9,0
0,1,2,2,0,2,0,105.6,7581.5,0
1,1,0,1,0,0,0,49.6,962.9,0
0,1,2,2,2,2,2,96.7,2083.0,1
1,0,1,1,0,0,3,35.5,1391.7,0
0,1,0,0,1,1,3,19.5,86.1,0
1,1,0,1,2,0,1,74.3,4166.4,0
0,1,0,2,2,2,0,101.5,2948.6,0
1,1,0,2,2,2,2,93.8,3124.5,1
1,1,2,2,2,2,2,97.9,6841.3,0
0,1,2,2,2,0,1,88.7,2683.2,0
0,1,0,2,2,2,0,104.5,5481.3,0
0,1,0,0,1,1,0,20.1,746.8,0
1,1,0,0,1,1,3,19.9,144.2,0
1,1,0,1,0,0,3,54.7,1178.8,0
0,1,2,2,0,0,2,74.9,469.8,1
1,0,1,1,0,0,0,37.7,2288.7,0
0,1,0,0,1,1,3,20.3,439.8,0
1,1,0,2,0,0,1,73.6,2094.7,0
0,1,0,2,2,0,2,85.8,2146.5,0
0,1,0,2,0,0,3,69.9,69.9,1
0,1,0,0,1,1,3,19.6,809.0,0
0,1,0,0,1,1,1,20.1,218.5,0
1,1,0,0,1,1,3,19.2,1401.4,0
0,1,0,1,2,0,3,55.2,159.2,1
0,1,0,2,0,2,2,85.0,3969.4,1
0,1,2,2,2,2,2,110.2,6448.1,1
1,1,0,2,0,0,0,70.7,3545.1,0
0,1,0,0,1,1,3,19.4,1099.6,1
1,0,1,1,0,0,2,30.6,856.4,1
1,1,0,0,1,1,2,19.7,164.3,1
1,1,0,0,1,1,3,19.8,210.7,0
1,1,0,1,0,0,0,58.2,469.3,0
1,1,2,2,0,2,2,90.0,2625.6,1
1,1,2,1,2,2,0,76.0,1588.8,0
1,1,2,2,2,2,0,104.8,5510.7,1
1,0,1,1,2,0,0,40.7,2070.8,0
1,1,0,2,0,2,3,88.9,454.2,1
1,1,2,2,2,0,1,90.0,1527.4,1
0,1,2,1,2,2,2,90.4,6668.1,0
0,1,0,2,2,2,3,89.0,1820.5,1
0,0,1,1,0,0,2,42.4,1716.5,1
1,1,2,1,0,0,3,60.6,1156.4,0
1,1,0,0,1,1,3,20.3,749.4,0
1,1,2,2,2,2,2,105.6,7112.2,0
1,1,0,1,0,0,1,55.4,920.5,0
0,0,1,1,0,2,0,35.3,35.3,1
0,1,2,0,1,1,1,25.1,1629.2,0
0,1,2,2,2,0,2,83.2,2848.5,0
1,1,2,2,0,0,2,75.8,246.3,1
1,1,2,2,0,2,2,90.3,743.8,0
0,1,2,1,0,2,1,70.9,1964.6,0
1,0,1,1,0,2,2,34.7,62.3,1
1,1,0,2,0,0,1,73.8,4003.9,0
0,0,1,1,0,0,2,25.3,25.3,1
1,1,0,2,0,0,2,75.2,525.0,0
1,1,0,0,1,1,0,20.1,85.5,0
1,1,2,2,0,0,1,76.0,2215.3,0
1,1,2,2,0,0,1,75.1,270.7,1
1,0,1,1,0,0,3,25.8,25.8,1
0,0,1,1,0,0,3,35.3,264.8,0
1,1,2,2,2,2,1,111.3,5916.5,1
0,1,2,1,2,2,1,92.0,6614.9,0
0,1,2,2,2,0,2,96.8,5238.9,1
0,1,0,0,1,1,0,19.7,19.7,0
1,1,0,0,1,1,3,19.6,124.5,0
1,1,0,0,1,1,3,20.2,558.8,0
0,0,1,1,2,0,1,48.2,2032.3,0
1,0,1,1,0,2,1,40.4,1187.1,0
0,1,0,1,0,0,3,50.9,50.9,1
0,1,2,1,2,2,1,86.1,6309.7,0
1,1,0,1,0,0,1,50.7,151.3,1
0,0,1,1,0,0,2,24.7,24.7,0
1,1,0,2,0,0,2,68.7,68.7,1
0,1,2,2,0,0,3,74.3,74.3,1
0,1,0,1,2,2,0,80.4,4981.2,0
1,1,0,2,2,2,2,101.3,1457.3,1
0,1,0,0,1,1,3,19.2,19.2,0
1,1,0,0,1,1,0,20.1,1386.9,0
1,1,2,2,0,0,2,75.4,564.7,0
1,1,2,1,2,2,0,88.1,6520.8,0
0,1,2,1,2,2,1,86.7,6094.3,0
1,1,2,2,2,0,1,94.1,2804.5,1
0,1,2,2,2,0,2,84.5,84.5,1
1,0,1,1,0,0,0,41.2,1700.9,0
0,1,2,2,0,2,0,92.3,5731.5,0
1,1,2,2,2,2,0,109.0,5718.2,0
0,1,2,2,2,2,2,104.1,6890.0,1
1,1,2,2,0,2,1,88.8,5348.7,0
0,1,2,2,0,2,2,95.7,1451.1,0
0,1,2,2,2,2,2,95.5,829.1,1
1,0,1,1,0,0,3,30.2,927.7,0
1,1,0,1,2,2,3,64.7,1093.1,1
0,1,0,1,0,0,1,55.3,3119.9,0
0,0,1,1,0,0,3,25.7,440.2,0
1,1,0,2,0,2,1,87.3,6055.6,0
0,1,2,1,0,2,1,74.6,4798.4,0
0,1,2,2,0,0,0,74.5,1261.4,0
0,1,0,1,2,2,1,80.2,5600.2,0
1,1,0,0,1,1,3,19.4,1033.0,0
1,1,0,0,1,1,3,20.0,61.7,0
0,1,2,1,0,2,0,65.8,1111.2,0
0,1,2,2,2,0,3,96.8,1826.7,0
0,1,0,0,1,1,1,19.7,1301.1,0
1,1,0,2,2,2,2,105.1,3634.8,0
1,1,2,0,1,1,2,25.1,1070.2,0
0,1,2,2,2,0,0,101.9,5265.5,0
1,1,2,2,0,2,0,101.6,3930.6,0
0,1,2,2,0,0,0,79.9,4308.3,0
1,1,0,0,1,1,1,19.5,1225.7,0
0,1,0,1,0,0,3,54.4,1647.0,0
0,1,0,2,0,2,2,78.5,874.2,0
1,1,2,2,2,0,2,85.7,321.7,1
1,0,1,1,2,0,3,53.2,1183.2,0
1,1,2,0,1,1,0,24.3,821.6,0
1,1,0,2,2,2,1,99.3,5846.7,0
0,1,0,0,1,1,3,20.1,400.0,0
1,1,2,0,1,1,3,25.0,1505.1,0
1,1,0,0,1,1,1,20.3,865.0,0
1,1,2,1,0,0,2,51.1,711.2,0
0,1,0,1,0,0,3,44.3,44.3,0
0,1,0,2,2,2,2,99.5,6710.5,1
1,1,0,2,0,0,2,69.3,69.3,1
0,1,0,1,0,0,2,44.5,90.1,0
1,1,0,2,0,2,0,84.2,2586.0,1
1,1,2,1,0,2,0,78.5,5682.3,0
0,1,2,2,0,2,2,96.1,6001.5,0
0,1,0,2,0,2,2,79.6,718.6,0
0,1,0,2,0,2,2,86.1,308.1,0
0,1,0,2,0,0,0,82.1,2570.2,0
0,1,2,2,2,2,1,104.5,4036.9,1
0,1,0,0,1,1,3,20.2,682.2,0
0,1,2,1,0,2,1,80.0,5040.2,0
1,1,0,0,1,1,0,19.8,1336.7,0
0,1,2,2,0,2,2,96.6,500.1,0
1,1,0,0,1,1,0,20.0,137.6,1
0,1,0,2,0,0,3,79.9,887.4,0
1,1,2,2,2,0,2,100.6,6215.4,1
0,0,1,1,0,0,1,39.4,825.4,0
1,1,2,1,2,2,0,84.1,3187.7,0
1,1,2,2,2,2,1,108.1,7182.0,0
0,1,0,2,2,2,2,91.1,1135.7,1
1,1,2,1,0,0,3,66.3,1559.5,0
0,1,2,2,2,2,2,104.5,2184.9,0
1,1,2,2,2,0,3,91.4,2896.6,0
1,0,1,1,2,2,0,60.2,3077.0,0
1,1,0,0,1,1,3,19.1,780.1,0
1,1,2,1,0,0,3,59.1,1253.5,0
0,1,0,1,0,2,0,70.5,70.5,0
1,1,0,2,2,2,2,89.4,567.8,0
0,1,0,0,1,1,3,19.7,19.7,1
1,1,0,0,1,1,0,20.5,79.1,0
1,1,2,2,2,2,2,105.9,6396.5,1
0,0,1,1,2,2,1,65.0,4546.0,0
1,1,2,1,0,0,0,60.2,2421.6,0
1,1,0,1,0,2,3,62.2,113.1,0
0,0,1,1,2,2,0,60.3,4055.5,0
0,1,2,2,0,2,2,86.0,165.5,1
1,0,1,1,2,0,2,36.5,36.5,1
0,1,0,1,0,2,1,66.4,2019.8,0
0,1,0,0,1,1,3,20.5,290.6,0
1,1,0,0,1,1,3,19.6,299.4,0
1,1,2,2,2,2,0,94.2,193.8,1
1,1,2,2,2,2,2,92.6,1614.7,0
0,1,0,2,2,2,3,94.5,575.5,1
1,1,2,1,0,0,2,59.8,3641.5,0
1,1,0,0,1,1,3,19.2,19.2,0
0,1,0,2,0,2,1,87.7,1726.0,0
0,0,1,1,0,2,1,54.1,2375.2,0
1,1,2,2,2,2,1,112.0,7796.0,0
0,1,2,0,1,1,3,25.3,1573.1,0
1,1,0,1,0,0,3,44.1,2413.1,0
1,1,2,1,0,2,0,74.1,3834.0,0
0,0,1,1,2,2,2,44.3,2666.8,0
0,1,0,2,2,2,0,104.1,7262.0,1
0,1,0,1,0,0,0,49.2,1237.3,0
0,1,0,1,0,0,1,57.2,1423.4,0
1,1,0,1,0,0,1,54.6,2455.1,0
1,1,2,1,0,0,3,50.6,50.6,1
1,0,1,1,2,2,2,48.0,305.1,1
0,1,0,0,1,1,3,20.8,1212.3,0
0,1,2,2,2,2,0,101.6,298.4,1
1,1,0,0,1,1,3,19.9,810.5,0
1,1,2,1,0,0,0,61.1,3478.8,0
0,1,2,2,2,0,0,93.8,4751.0,1
1,1,2,2,2,2,2,111.2,6953.4,0
1,1,2,0,1,1,3,25.6,485.9,0
0,1,0,1,2,2,1,79.1,4663.4,0
0,1,2,2,2,2,0,114.4,7665.8,0
1,1,0,2,2,0,2,80.7,239.5,0
0,1,2,2,2,2,3,95.0,655.5,1
1,1,0,2,0,0,2,73.2,1441.1,1
1,1,2,2,0,0,2,77.2,77.2,1
1,1,2,0,1,1,0,23.7,1416.8,0
1,1,2,1,0,0,0,50.0,50.0,1
0,1,2,2,0,0,2,73.6,73.6,1
1,1,0,1,2,0,0,59.6,1646.5,0
0,1,2,2,2,0,3,92.5,6460.6,0
0,1,0,2,0,0,3,79.7,2365.2,1
1,0,1,1,2,0,2,39.3,1637.4,1
1,1,0,0,1,1,3,19.9,19.9,0
0,1,2,2,2,2,1,100.9,4740.0,1
0,1,2,1,2,2,3,78.7,1663.8,0
1,1,0,0,1,1,1,20.1,1016.7,0
1,1,0,0,1,1,3,20.0,40.9,0
1,0,1,1,0,2,2,35.1,446.1,1
1,1,0,0,1,1,1,18.9,347.7,0
0,1,0,0,1,1,3,19.3,855.1,0
0,1,0,2,2,2,1,100.9,6733.2,0
0,1,2,2,2,0,1,99.4,6944.5,0
1,1,0,2,2,2,0,99.0,6375.8,0
1,1,2,2,2,2,2,97.7,3207.6,1
1,1,2,1,2,2,0,91.0,6468.6,0
1,1,2,1,2,0,1,69.5,1652.1,0
1,1,2,2,2,0,1,89.0,1288.3,0
0,1,2,2,2,2,0,101.4,2317.1,1
0,1,0,1,2,0,3,70.2,2894.6,0
1,1,0,1,2,2,1,82.5,5646.6,0
1,1,2,2,2,2,2,106.5,7397.0,0
0,1,2,1,2,2,0,86.9,6263.8,0
0,1,0,1,2,2,0,85.5,6029.9,0
0,1,0,1,0,0,3,44.5,44.5,0
0,1,0,1,0,2,2,55.0,55.0,1
0,1,0,0,1,1,3,20.9,60.7,0
1,1,2,2,2,0,0,93.4,3756.4,0
1,0,1,1,2,2,2,50.6,155.4,1
1,1,2,0,1,1,3,26.1,1759.6,0
1,1,0,2,0,0,2,75.4,1380.4,0
1,1,0,0,1,1,3,20.1,406.1,0
1,1,2,2,0,0,2,74.3,210.3,1
0,1,2,2,2,2,0,116.1,8310.6,0
1,0,1,1,2,0,0,34.0,853.0,1
1,1,0,2,2,2,2,91.0,2898.0,0
0,1,0,0,1,1,3,20.2,917.5,0
1,1,0,0,1,1,0,19.4,1292.7,0
1,1,2,1,2,2,2,79.7,3870.3,0
1,1,0,2,0,0,2,70.4,147.2,1
0,1,2,2,0,0,2,93.2,5254.0,0
0,1,2,2,0,0,2,78.8,412.1,1
1,1,2,2,0,0,2,75.0,212.4,0
1,1,2,2,0,2,2,92.9,5980.8,0
0,1,2,1,2,2,3,90.5,4318.4,0
0,1,2,1,0,2,3,67.3,4234.2,0
0,1,0,0,1,1,2,19.4,529.8,0
1,1,0,2,0,0,0,70.6,3309.3,1
1,1,2,0,1,1,2,24.5,1493.1,0
0,1,0,0,1,1,3,18.9,84.2,0
1,1,2,2,2,2,2,114.9,8496.7,0
1,1,0,1,0,0,3,55.2,742.9,0
0,1,2,2,2,2,2,108.5,7076.4,0
1,1,0,0,1,1,3,20.7,958.1,0
1,1,0,0,1,1,0,20.0,187.8,0
1,1,2,2,0,0,3,74.5,1145.7,1
1,1,0,2,2,2,1,95.2,4285.8,0
1,1,2,1,2,0,0,73.9,3581.4,0
1,0,1,1,0,0,0,25.3,25.3,0
1,1,0,2,0,0,2,76.1,2093.4,0
0,1,0,0,1,1,3,19.4,126.1,1
0,1,0,2,0,0,3,86.8,1940.8,0
0,1,2,2,0,0,1,75.2,775.3,0
1,1,2,2,2,2,0,102.1,3452.6,0
0,1,2,1,2,2,0,88.8,5903.2,0
0,1,0,1,2,2,1,74.8,2453.3,0
0,1,2,2,2,2,2,114.0,8093.2,0
1,1,2,2,2,2,1,109.7,7344.5,0
1,1,0,0,1,1,3,20.1,669.5,0
1,1,0,1,0,0,3,58.9,2813.1,0
0,1,0,2,2,2,2,98.0,1237.9,1
0,1,0,1,2,2,2,83.3,1611.2,0
1,1,2,2,2,2,1,112.1,7966.0,0
1,1,0,2,2,2,0,89.7,1047.7,1
0,0,1,1,0,2,2,44.4,265.8,0
1,1,2,2,0,2,0,99.5,5623.7,0
1,1,2,2,2,2,2,100.4,3217.7,0
1,1,2,0,1,1,1,25.3,1733.2,0
1,1,0,2,2,2,1,87.6,4475.9,0
1,1,2,2,0,0,2,94.1,5483.9,0
1,0,1,1,0,0,3,39.4,1978.7,0
1,1,0,2,0,0,2,70.6,70.6,1
0,1,0,0,1,1,1,19.3,486.2,0
0,1,2,2,2,0,2,94.7,3624.3,1
0,1,0,0,1,1,3,19.9,357.7,0
0,1,2,2,0,0,2,76.1,231.8,1
0,1,2,2,2,2,2,98.9,5780.7,0
0,1,0,1,0,0,1,50.2,109.3,0
0,1,0,1,2,2,0,75.2,392.7,0
1,1,2,2,2,0,0,101.3,7261.3,0
1,1,2,2,2,2,1,109.8,4860.4,0
0,1,0,0,1,1,3,19.7,342.4,1
0,0,1,1,2,0,0,51.0,605.8,0
1,1,0,2,2,2,2,89.5,573.3,1
1,1,2,2,2,2,0,108.1,7774.1,0
1,1,2,0,1,1,1,24.8,615.4,0
0,1,0,2,0,0,0,70.5,2597.6,1
0,1,2,2,2,2,1,95.2,4563.0,0
1,1,0,0,1,1,1,20.1,1102.4,0
0,1,0,2,0,0,0,68.6,1108.6,0
1,1,2,2,0,2,2,94.1,1782.4,1
1,1,0,2,0,0,0,73.3,1195.8,0
0,1,0,2,0,0,2,69.4,69.4,1
0,0,1,1,0,0,0,24.8,24.8,1
0,1,0,0,1,1,2,20.0,907.1,0
0,1,2,2,2,0,1,97.7,6743.6,0
0,1,2,2,2,0,2,84.5,4254.9,1
0,0,1,1,2,2,1,54.9,3045.8,0
0,1,0,0,1,1,3,19.5,136.8,0
1,1,2,1,0,0,2,50.3,2203.7,1
0,1,0,1,0,0,3,50.3,846.8,0
1,1,0,2,2,0,3,81.5,162.6,0
1,1,2,2,2,2,2,104.2,7303.1,0
1,1,0,0,1,1,3,20.5,563.1,0
0,0,1,1,2,2,2,50.4,50.4,1
1,1,0,2,2,0,2,86.2,1270.2,1
1,1,2,2,2,2,1,107.1,7142.5,0
1,1,2,2,2,2,2,99.5,1057.0,1
0,1,2,2,2,2,2,103.2,5873.8,0
0,1,0,1,0,0,3,55.1,1253.2,0
0,0,1,1,0,0,1,34.3,577.2,0
1,1,0,0,1,1,3,19.6,780.3,0
0,0,1,1,0,0,2,35.8,389.8,0
1,1,0,2,0,0,2,71.1,1247.8,0
0,1,0,0,1,1,3,19.1,637.6,0
0,0,1,1,0,0,2,35.8,1022.5,0
1,1,2,2,2,2,0,109.5,6144.6,1
0,0,1,1,0,0,3,29.7,29.7,1
1,1,0,1,2,0,3,66.3,620.6,1
1,1,2,1,2,2,1,82.5,4179.1,0
0,0,1,1,0,0,0,30.8,1489.3,0
1,1,0,1,0,0,3,44.8,148.1,0
1,1,0,1,0,0,2,51.1,531.2,0
0,1,0,2,0,0,3,70.4,2552.9,0
0,1,0,1,0,0,2,54.2,1152.7,1
0,1,2,0,1,1,1,25.6,1784.9,0
0,1,0,0,1,1,3,20.2,20.2,0
1,1,2,1,0,0,3,56.1,1033.9,0
1,1,2,2,0,0,2,74.6,622.9,1
0,1,2,2,0,2,0,98.7,6858.9,0
0,1,0,1,0,0,3,50.2,50.2,0
1,0,1,1,0,0,0,41.1,1597.1,0
0,1,0,2,0,0,1,70.7,140.7,1
1,1,0,1,0,0,3,43.8,2106.1,0
0,1,0,1,2,0,0,64.3,446.0,0
0,1,0,1,0,0,3,45.9,45.9,1
1,1,2,2,2,2,0,101.1,5971.3,0
0,1,0,1,0,0,2,42.9,42.9,1
1,1,0,2,2,2,2,91.6,3673.6,0
1,1,2,0,1,1,1,24.5,1681.6,0
0,1,2,2,2,0,3,89.9,2165.1,1
1,1,0,1,0,0,2,50.5,765.5,0
1,1,2,2,0,0,1,94.2,5895.5,0
1,1,0,1,2,2,0,74.9,3268.1,0
1,1,0,0,1,1,0,19.8,1397.7,0
1,1,2,2,0,0,2,74.2,1345.8,0
0,1,2,2,0,0,1,73.8,871.4,1
0,1,2,2,2,2,0,107.4,7052.0,0
0,1,0,0,1,1,1,20.6,1306.0,0
1,1,2,2,0,0,1,85.9,3729.8,0
1,1,2,2,2,0,0,94.8,5121.8,0
0,1,0,0,1,1,2,20.3,61.5,0
0,1,0,1,0,0,1,53.7,3804.4,0
1,1,0,0,1,1,3,19.6,55.3,0
1,1,2,2,0,0,2,74.9,541.2,1
1,1,0,0,1,1,0,19.9,1115.6,0
0,1,2,2,0,0,2,75.0,1036.8,1
0,0,1,1,2,0,2,41.6,470.6,1
0,1,0,0,1,1,3,19.7,117.8,0
0,1,2,2,2,2,3,94.4,3921.3,0
0,1,0,1,2,2,1,74.3,4698.1,0
1,1,0,2,2,2,2,96.0,1062.1,1
0,1,0,0,1,1,2,20.5,250.8,0
1,1,0,1,0,2,3,59.8,1130.9,0
0,1,0,2,2,2,2,106.1,4510.8,0
1,1,2,2,0,0,1,78.1,864.9,0
0,1,0,1,2,2,2,80.8,5728.6,0
1,1,2,2,2,2,2,104.6,4759.9,1
0,1,0,0,1,1,3,19.8,58.2,1
1,1,0,2,0,0,2,80.7,374.8,0
0,0,1,1,0,0,0,29.9,75.6,1
0,1,2,2,0,0,0,85.5,5696.6,0
0,1,2,2,2,2,2,94.5,3105.6,1
1,0,1,1,2,0,3,35.8,363.2,0
0,1,2,2,2,0,2,90.0,6143.2,1
1,1,2,2,2,2,2,105.2,6936.9,0
0,1,0,1,2,2,3,75.6,2054.4,0
0,1,0,1,0,0,0,44.7,369.2,0
0,0,1,1,2,2,1,64.5,4641.1,0
1,1,0,1,0,0,2,45.5,411.8,0
1,1,2,2,2,2,1,104.1,3416.9,0
1,1,0,0,1,1,3,20.1,1090.1,0
0,1,2,2,0,0,0,80.7,788.8,1
1,1,0,1,0,0,3,61.5,2722.2,0
1,1,0,2,0,0,2,83.8,1900.3,1
1,0,1,1,0,2,3,48.3,202.3,0
1,1,0,1,0,0,1,51.1,1815.0,0
0,1,2,2,0,0,0,83.4,4065.0,1
1,0,1,1,0,0,3,30.3,63.8,0
1,1,0,0,1,1,2,20.4,1090.7,0
1,1,2,2,2,0,2,90.8,455.5,1
1,1,0,1,2,0,3,65.8,4068.0,0
0,1,0,1,0,0,3,50.3,92.8,0
1,1,0,0,1,1,3,20.3,174.7,0
1,1,0,2,0,0,3,70.2,70.2,1
0,0,1,1,0,2,3,44.7,44.7,1
0,1,0,1,0,0,0,60.5,3694.5,0
0,1,2,2,2,0,1,90.7,1781.4,0
0,1,0,1,0,0,2,51.1,1232.9,0
0,1,2,1,2,0,2,70.7,3770.0,0
0,1,0,2,2,0,2,80.6,80.6,0
0,1,0,0,1,1,1,19.3,259.7,0
1,1,0,2,2,2,2,96.6,2263.5,0
1,1,0,2,0,0,2,74.1,450.9,0
0,1,2,2,2,2,2,102.6,4009.2,0
1,1,0,2,2,0,1,85.2,979.1,0
0,0,1,1,0,2,0,44.7,1156.6,0
1,0,1,1,0,0,3,40.6,217.5,0
0,1,2,2,0,0,2,87.4,5918.8,1
0,1,2,2,2,2,2,103.8,6383.4,1
0,0,1,1,2,0,1,39.5,2021.4,0
0,0,1,1,2,2,0,65.7,4664.5,0
1,1,0,2,2,2,2,98.9,2911.3,1
0,1,2,1,2,2,1,92.0,6782.2,0
0,0,1,1,0,2,1,44.5,2181.6,0
1,1,0,0,1,1,3,20.4,20.4,0
1,1,2,2,2,2,1,115.3,6758.5,0
1,1,0,0,1,1,3,19.8,498.1,0
1,1,0,2,2,0,2,80.7,144.2,1
1,1,2,2,0,0,0,78.0,305.6,1
1,1,2,1,0,0,3,65.7,4322.9,0
1,1,0,2,2,2,1,106.4,7251.9,0
1,1,0,2,0,0,3,69.6,69.6,1
0,1,2,0,1,1,1,24.9,1583.5,0
0,1,0,2,2,2,2,89.9,89.9,1
0,1,2,2,0,0,0,83.9,5588.8,0
1,1,2,2,0,0,0,86.5,2401.1,0
1,1,2,2,2,0,2,106.5,4282.4,0
0,1,2,2,2,2,1,109.2,6741.2,0
1,1,0,2,0,0,2,69.6,69.6,1
0,1,0,1,0,0,2,44.8,271.0,1
0,0,1,1,2,2,1,65.3,4478.9,0
1,1,0,1,2,2,0,70.1,3913.3,1
0,1,2,1,2,0,0,73.0,5265.6,0
0,1,2,2,0,2,2,85.6,851.8,1
0,1,0,1,0,2,3,55.7,55.7,1
1,1,2,1,2,2,3,89.9,6293.5,0
1,0,1,1,0,2,3,40.3,92.5,0
1,1,2,0,1,1,3,24.2,1618.2,0
1,1,0,2,0,0,2,74.6,1797.8,0
0,1,2,0,1,1,3,24.4,1413.0,0
1,1,0,2,2,2,2,94.8,5276.1,0
0,1,0,1,2,2,2,79.2,4016.3,0
1,1,0,2,2,0,2,81.0,1312.2,1
1,1,0,2,2,2,1,87.8,2621.8,0
1,0,1,1,0,2,2,35.1,68.8,1
0,1,0,2,0,0,0,70.7,553.4,0
1,1,0,2,2,0,3,85.3,420.5,0
0,1,0,0,1,1,1,19.7,180.7,0
1,1,0,2,0,0,2,74.4,2277.0,1
0,1,2,2,0,2,1,84.5,6130.9,0
0,0,1,1,0,2,1,49.7,305.6,0
0,1,2,1,0,0,1,58.4,964.9,0
1,1,2,2,2,2,1,105.1,5083.6,0
1,1,2,2,0,0,1,96.4,6767.0,0
0,1,0,2,0,0,2,70.1,70.1,1
0,1,2,2,2,2,0,105.2,7386.1,0
0,1,0,0,1,1,0,20.5,1198.8,0
0,0,1,1,0,0,2,25.1,25.1,1
0,1,0,1,0,0,1,49.0,49.0,0
0,1,2,2,2,0,0,91.7,3479.1,0
1,1,0,0,1,1,3,20.1,83.3,0
0,1,0,2,2,2,0,99.5,3109.9,0
1,1,0,2,0,0,2,78.9,1043.8,0
1,1,0,2,2,2,0,109.7,7904.3,0
0,1,0,2,0,2,2,81.0,171.2,1
0,1,2,2,0,2,0,93.4,5822.3,0
1,1,0,2,0,0,2,80.6,653.9,0
1,1,0,2,2,2,1,105.6,6068.7,0
1,1,0,2,0,2,2,94.2,999.9,0
0,1,0,0,1,1,1,19.4,1363.3,0
1,1,0,0,1,1,3,19.7,19.7,0
0,1,2,2,2,2,0,109.5,6572.9,0
